username,CHAT,2024-07-17T15:56:34.600018200,test
username,CHAT,2024-07-17T15:56:39.710446700,안녕하세용~
username,CHAT,2024-07-17T15:56:44.104378,안녕하세요 진희님~~~~
username,CHAT,2024-07-17T15:56:46.260737700,우왕~~~~~
username,CHAT,2024-07-17T15:56:49.604183100,반가와요 민지님~~~
username,CHAT,2024-07-17T15:58:27.883274700,ㅎㅎㅎㅎㅎ
username,CHAT,2024-07-17T15:58:47.408195300,ㅅㄴㄷㅅㅁ
